area	bedrooms	bathrooms	floor	age	distance_to_metro	school_proximity	price
1570.471019	5	3	15	22	3.14	8.48	149.3390659
1963.766656	1	1	2	10	2.89	6.11	155.7964286
640.5729705	5	4	14	12	7.39	3.87	101.2753463
1425.187695	2	1	13	25	11.99	0.66	120.6443186
939.7429724	4	4	14	1	8.58	6.81	119.8734613
1005.149846	2	2	13	13	13.41	3.35	94.95363204
963.0424303	4	3	6	5	9.58	4.73	119.6981571
854.4036921	4	2	24	7	10.37	6.85	82.81308369
1219.408651	5	3	2	17	10.05	9.13	116.8023455
867.6199534	2	2	29	15	6.8	8.27	76.14189437
1308.18273	2	1	16	20	10.37	4.56	104.7057735
1179.904756	1	2	9	28	1.14	3.94	86.20191477
1104.420781	2	2	14	11	12.91	2.47	98.02003572
836.9745352	1	1	28	10	11.69	3.79	75.80871725
969.2914678	3	3	5	5	3.75	1.2	101.7781367
1502.15649	3	3	27	2	11.54	9.71	127.4198323
1400.366875	3	1	16	13	0.29	5.78	132.1978704
808.9779021	2	2	16	27	3.34	1.37	84.95968089
1239.732922	2	2	13	1	1.07	3.59	114.7657295
1500.554849	1	2	23	10	11.73	5.52	145.9051658
532.2378876	4	4	24	21	11.36	5.38	48.15157159
1417.344077	1	3	17	2	12.22	0.45	120.6564516
934.9504964	3	2	24	17	0.17	9.51	105.8248427
1428.239467	1	3	4	0	7.57	2.83	141.5864759
894.6963374	4	2	28	29	10.6	0.26	93.94758214
478.0471597	2	1	7	23	2.42	0.86	44.29741718
548.9830248	1	1	6	0	9.78	5.84	45.55403785
1219.233979	3	3	22	11	1.35	1.46	119.6865226
1303.889001	3	3	3	14	2.8	0.51	129.3411899
838.27335	2	1	17	4	7.19	3.86	85.17333115
1455.436984	1	4	4	26	9.84	6.27	109.99823
535.3919751	4	1	15	5	2.27	1.21	57.15747953
1173.568081	2	2	13	15	2.86	3.2	123.0856425
715.5935201	1	4	26	26	3.15	4.24	67.27381967
939.2655569	5	1	26	11	3.66	1.68	114.386114
1218.959469	3	4	18	11	3.48	5.11	122.6613226
855.8346539	4	4	13	2	5.99	0.94	111.9547308
1046.177782	4	4	8	29	9.84	0.56	127.2001132
1602.517124	4	3	5	22	6.63	5.25	137.6125052
969.2432522	3	1	16	1	11.66	2.55	86.22822987
1534.276845	1	3	18	6	10.82	1.04	125.9187632
748.1172581	2	3	11	1	1.99	4.3	108.5631734
1411.921671	1	2	3	20	0.83	9.16	120.4489746
1776.627448	2	2	15	6	13.18	7.27	157.3729715
300	4	4	24	10	1.29	8.17	31.47774562
881.2418978	1	4	10	10	2.31	8.73	91.4879399
1430.828851	4	2	21	13	0.43	9.73	137.0582066
1118.781846	5	2	3	2	9.46	7.66	130.9086455
1348.458349	4	1	16	13	8.78	6.12	130.5322765
958.4059253	4	4	7	10	14.8	3.72	93.73936066
1234.635915	2	4	13	3	13.32	1.9	132.5650656
1137.729106	5	2	26	16	6.22	6.9	132.750613
1667.112825	4	1	1	15	5.64	9.95	164.1979145
1301.768337	4	2	10	2	4.52	4.73	142.5583963
1335.041065	5	2	10	24	2.37	7.26	129.378452
1035.249214	5	3	23	9	2.16	5	123.048699
1004.95751	1	4	21	20	2.07	4.38	92.24144827
1026.976725	2	1	23	14	1.8	4.16	99.88318693
1357.780857	5	3	5	7	3.68	5.1	139.6801715
1031.606208	5	4	20	17	4.67	3.73	115.7436983
1315.909943	3	2	20	2	14.43	7.51	138.384283
2030.160319	5	1	13	6	8.72	8.76	188.05023
1548.449881	2	4	29	29	14.82	8.84	117.2212632
1069.590587	4	2	9	9	5.65	2.35	102.4047297
1680.485569	4	3	25	19	6.92	8.97	152.4607784
1036.769851	4	1	26	8	4.94	3.48	115.6831778
384.7501859	4	4	7	13	2.83	3.16	66.7230681
796.7654756	3	3	6	22	2.23	7.29	82.69361145
451.6832316	5	2	7	13	14.18	3.12	60.37831899
1059.394606	4	2	27	10	14.8	0.62	106.438464
1207.367352	1	4	7	27	0.77	3.8	118.178223
1870.574925	4	2	22	0	2.34	7.24	189.3652564
1330.77095	5	1	1	3	6.41	3.34	136.7119734
1112.359788	4	4	26	25	2.88	6.33	113.5828406
1531.762232	3	3	15	26	5.52	6.64	136.6131849
315.5458764	2	4	8	5	2.02	7.36	57.03437488
1294.245823	2	4	12	21	6.9	8.98	125.7872201
1508.346078	5	3	22	25	4.15	4.38	145.3149517
608.5655017	2	2	11	21	5.34	1.75	59.73996061
1657.501617	2	3	26	4	1.51	3.26	152.0455821
1335.398563	1	1	21	2	6.48	4.38	102.5993399
1033.884834	5	2	24	1	14.75	7.17	92.39645205
1453.112746	5	4	28	2	5	0.23	151.0278297
2108.277143	2	2	16	8	13.16	3.23	170.6284869
1272.746502	2	2	26	18	12.66	7.82	106.9705426
1299.288235	2	1	1	18	14.29	6.74	89.68967126
1016.25564	3	2	12	16	11.87	7.34	89.36128392
860.0622522	4	2	0	17	9.93	8.14	91.25539122
1532.134327	3	2	25	10	12.86	7.85	123.5601784
857.5664696	5	4	27	11	1.23	6.85	103.2305204
1228.626495	1	2	18	2	7	4.45	98.12953393
1008.937021	4	3	10	17	14.84	9.84	81.00977109
1391.59193	1	2	4	23	11.57	5.73	121.0587216
1333.464842	5	1	0	5	14.43	2.11	133.223107
1615.015978	5	2	19	6	11.72	3	177.2328291
995.9934405	1	2	29	0	13.14	6.97	76.96545839
1092.050026	1	4	12	5	10.63	9.25	111.7922334
808.4945137	1	3	7	17	11.43	1.87	62.67933119
1022.282696	5	2	5	12	7.9	0.92	106.5548803
1350.920197	2	3	28	21	13.87	8.83	135.0887251
1502.795447	1	1	16	18	12.39	9.16	103.6770735
831.1338703	4	4	11	6	12.67	2.84	108.8813934
1547.842368	5	3	0	18	10.13	3.84	148.2794785
1742.255144	3	4	2	8	4.64	6.64	155.731019
1365.373961	3	2	13	2	0.63	3.37	126.4709232
1950.718325	4	1	25	22	14.04	8.78	160.2373026
890.4843204	2	4	7	11	8.83	1.17	79.97164217
702.1381187	1	2	10	19	4.54	0.48	63.88360148
488.5119004	5	3	26	23	2.32	2.16	53.02370684
1798.417725	1	1	13	29	12.46	2.93	138.6215406
1461.746263	5	1	7	17	12.56	1.22	119.9672502
1177.766132	3	3	28	7	12.24	0.75	113.8324349
1311.987451	1	3	2	8	9.71	7.58	98.40506073
749.8043811	4	1	6	12	5.55	1.73	96.19914097
2178.300792	2	4	27	7	4.63	9.15	173.788985
1251.688473	4	1	18	21	0.23	3.74	121.5376281
1243.757918	2	3	3	9	12.52	6.74	114.1787158
1490.30665	1	4	24	16	1.4	2.33	143.2693881
1392.403693	1	2	15	6	9.5	2.48	108.5399902
1289.55361	2	1	12	16	7.61	5.79	92.00283545
883.8102178	3	3	19	22	7.95	5.65	92.45873244
1388.587343	5	2	18	29	13.91	7.71	118.490266
1952.809799	4	1	4	17	0.57	7.6	168.2436031
1738.168018	4	1	22	23	11.62	6.74	154.395414
1837.274651	4	4	4	1	0.88	4.55	183.1589504
995.5137294	1	3	19	2	0.67	8.92	93.12728178
804.1580719	4	2	23	28	6.5	6.26	69.85785954
1149.685232	5	1	3	27	1.04	9.9	104.7122454
1222.289965	5	4	1	18	11.86	8.21	112.0282031
1637.676607	2	2	25	0	7.99	0.54	155.2772003
523.0141481	1	2	12	20	0.53	3.27	70.09549423
1811.820128	5	1	29	20	0.7	5.76	158.5303158
1136.796841	3	2	15	9	9.23	7.24	102.1656806
1029.247572	1	1	21	20	12.11	5.55	74.72727343
795.1582499	1	4	1	13	6.62	7.88	79.51028727
538.0573313	5	4	18	12	8.36	2.9	86.57581766
1529.268234	3	2	16	8	12.02	1.92	136.7878377
1229.327187	2	1	4	5	9.2	0.63	105.931303
684.0156401	5	3	24	5	3.45	5.78	98.23795719
681.9684912	3	4	17	18	9.23	6.92	54.54450307
1065.68612	1	1	27	20	9.46	3.33	62.798937
1867.60861	3	1	22	9	11.04	6.17	185.6284336
1096.163459	1	1	20	22	9.35	0.62	79.89829509
598.7428188	5	2	17	2	14.54	1.08	70.45017227
1101.702774	5	3	7	17	3.04	7.05	124.7863804
1090.910572	4	2	26	20	14.27	3.74	101.6267884
300	4	4	14	18	8.12	6.75	55.70838306
1178.282053	4	2	12	4	10.11	8.33	123.8428617
1107.626188	5	1	12	24	1.58	8.54	96.45755045
1478.482546	2	2	15	10	5.77	1.8	148.6074105
1939.582438	5	1	21	9	11.56	4.91	180.9736937
1650.626012	3	3	19	16	10.63	7.37	148.1782374
1092.444524	5	2	12	3	0.7	7.76	129.0727433
757.3896365	5	2	19	25	8.24	7.87	55.58427736
2229.343921	1	2	1	20	1.42	2.36	188.6562838
1223.687374	1	1	2	17	14.94	2.01	83.19323592
1205.571717	1	1	14	27	13.47	5.94	73.92360207
1190.349965	5	2	22	17	0.41	7.44	121.4052212
1279.233904	2	2	18	0	12.89	3.26	123.5172339
1142.255835	3	3	12	13	13.8	1.14	109.2803996
970.5351972	3	3	4	7	5.37	7.2	105.3135624
981.2564235	2	4	25	1	10.82	3.07	95.09718591
1186.898692	2	3	21	18	6.69	1.75	114.2868731
982.6300915	3	3	5	14	9.86	1.56	95.53991117
914.8616869	4	3	13	27	5.17	3.22	104.4001708
1242.572091	1	1	3	1	4.91	5.97	118.1943627
1098.009113	1	3	21	3	6.42	3.65	106.3149053
1801.597195	3	3	18	29	2.27	0.3	157.6508431
300	2	2	22	0	12.48	1.06	41.90589904
8183.013704	4	1	6	18	5.3	2.98	153.6087463
1698.434077	3	4	3	20	6.06	6.63	156.492066
370.643907	1	4	1	9	13.42	1.08	35.42488193
1062.924962	5	3	26	0	7.5	5.65	113.9685772
1051.423654	2	4	6	19	8.21	1.29	103.9535963
636.9953221	5	4	2	21	14.35	2.19	64.91067909
888.873325	3	4	14	14	13.31	1.8	86.18016324
755.7696618	1	3	0	3	2.63	0.77	90.0582523
1900.908177	4	4	1	6	7.15	6.75	186.5075346
1574.271357	5	3	9	29	14.57	4.69	127.6330355
1708.622038	4	2	15	6	5.65	8.33	164.2310101
1488.668826	1	2	24	21	5.64	1.08	147.2803201
748.3792915	5	4	27	24	3.01	1.53	101.7902985
990.1918935	4	2	14	17	1.8	3.13	104.305469
1395.749824	4	3	23	12	11.13	7.68	143.2349324
711.1488764	5	2	14	9	11.57	3.13	103.9957905
1485.199372	1	4	13	23	14.54	4.14	127.1895149
1103.869841	4	3	21	7	11.62	3.09	95.07801736
1050.071677	3	1	13	26	3.73	0.89	104.9858649
1484.383987	5	3	5	9	0.7	9.4	168.3785952
1377.705325	2	2	13	13	14.78	5.53	91.91704167
1055.613534	2	1	16	13	5.17	7.9	102.7962378
1663.731921	1	3	17	26	4.75	6.62	136.0713363
767.574669	3	1	19	19	13.6	5.19	77.58835814
1446.374243	4	1	18	21	8.82	0.99	131.1223791
1437.240503	2	1	29	10	3.3	6.46	132.2834974
1076.181424	1	3	16	5	13.35	1.64	98.86244034
1330.453209	3	2	15	20	14.9	4.2	118.3373636
699.5545694	3	3	7	29	1.39	6.33	78.20340601
1569.610808	1	2	6	0	12.95	7.84	120.7658933
1126.039145	1	3	19	18	5.92	6.88	94.84388636
990.9107918	4	3	27	6	7.91	6.75	105.3150588
1619.60369	1	3	11	23	13.73	1.58	141.6318725
918.2625238	4	2	8	17	14.6	3.53	90.46025628
636.6154815	4	3	26	2	4.01	0.52	82.12533569
577.3483306	5	1	13	19	3.27	7.22	60.79091326
1442.403981	3	3	19	29	1.3	9.53	137.2557906
687.828259	3	1	0	10	8.47	2.71	65.94602288
1901.917673	3	4	9	4	0.3	0.97	198.5493558
367.2282368	5	4	16	18	6.24	4.81	60.48439668
1878.582547	4	2	16	20	1.19	8.58	187.5956628
1284.406987	4	2	16	23	6.14	5.56	113.0664002
1161.314755	1	4	3	23	0.69	0.56	126.5168115
982.0323653	5	3	16	29	12.54	9.75	100.0493536
1359.654446	1	3	17	1	3.23	8.3	122.3523892
1184.946119	5	3	19	21	4.99	1.4	117.4043615
1641.320753	1	4	22	3	13.06	9.23	158.0265408
1245.691059	2	1	1	24	11.22	4.56	89.5169985
1260.120705	3	2	7	9	3.36	3.78	128.3174844
1054.555115	3	1	12	1	1.17	4.66	115.1859778
1177.221751	4	4	22	7	10.76	8.36	118.1777845
1323.120708	2	1	24	0	5.92	6.63	129.255091
515.9326429	3	3	29	26	11.51	0.69	43.60490436
660.7258312	4	3	21	5	6.73	9.58	97.94871875
1497.305638	2	1	19	10	5.26	1.56	126.9792655
1268.346175	3	4	21	26	6.82	7.48	114.8603602
1126.406665	1	1	14	29	11.25	6.4	65.6107642
1207.373573	5	3	19	27	13.54	1.96	124.7350169
1339.032682	2	3	22	9	0.84	1.79	153.0637234
984.0961279	4	4	8	12	7.91	8.72	123.3411096
888.6781098	2	1	2	0	0.59	4.25	106.3334591
1278.338102	4	3	2	1	7.08	6.58	128.2956274
808.650889	2	3	1	2	13.29	5.09	77.68926547
1363.301102	4	1	0	8	5.49	7.3	127.4070437
518.9665583	3	1	13	4	13.99	4.84	39.72581779
1611.662255	1	2	16	9	9.5	2.95	133.718173
1389.038993	3	4	12	9	14.02	3.7	137.9267342
1302.411894	1	4	18	11	11.38	8.6	101.4871113
1593.076394	3	1	29	17	1.64	4.73	123.3842422
1866.189778	3	4	22	25	3.54	2.21	160.249149
1605.748026	2	3	14	20	5.97	9.35	145.9980212
463.6503075	5	1	26	20	2.63	7.99	43.36198564
688.1692133	4	1	24	0	7.47	0.65	78.84961534
950.0725689	4	1	13	2	7.12	9.99	92.63358619
1210.43642	4	2	1	4	14.35	6.98	115.6109236
1407.063608	1	4	6	24	6.56	1.69	125.6871371
909.7024747	4	2	16	25	11.81	2.45	89.14638189
1274.706706	4	3	17	16	14.13	6.96	113.9657456
897.8468271	2	4	5	7	13.17	7.82	73.82245159
955.3928788	3	2	26	16	3.21	2.47	107.6174512
637.3355613	4	1	20	8	7.49	2.64	56.24960614
830.7067016	5	2	7	5	5.28	3.14	108.921108
659.3261578	4	1	27	16	6.06	6.02	82.09901957
809.6506988	1	2	26	7	5.48	1.8	102.6235204
1621.456719	1	2	1	20	12.41	1.13	122.3786163
820.2404445	1	2	0	6	6.84	6.82	69.35332375
2252.952826	4	1	15	6	7.9	7.81	200.0415057
1397.32716	2	2	6	14	14.74	5.06	113.8375323
1273.934449	5	4	21	6	0.99	3.7	155.1129878
856.6568879	4	4	23	21	7.37	4.38	97.90919221
1480.123952	2	4	10	26	11.63	3.95	121.7750944
969.7448695	2	1	14	7	2.35	9.6	90.59873544
1248.803926	4	1	12	8	9.21	7.7	126.0255219
2224.033815	4	4	29	27	3.67	2.16	192.6287461
1161.57604	2	4	23	14	13.02	3.9	101.8450951
1659.709331	2	4	1	1	4.97	5.49	164.4679795
918.7294299	2	3	13	6	5	6.17	82.89566702
1186.004604	4	4	23	14	9.01	4.74	84.86675684
1908.320254	2	2	5	17	2.84	8.12	179.7273849
949.2131769	1	3	8	21	4.34	7.7	82.86432213
1924.979423	4	3	27	17	6.31	5.1	165.2706846
1483.100774	1	1	6	9	5.37	8.56	133.060255
975.0132896	3	2	17	21	7.92	7.54	85.8819816
1452.963096	4	1	23	17	9.03	7.81	118.3048988
1589.02178	3	1	8	0	8.54	9.57	145.9150298
1448.723985	2	2	22	6	9.85	2.74	130.4014506
571.910112	2	1	3	2	4.69	2.75	58.79292082
909.1451297	5	2	8	13	1.98	8.9	95.03948274
1100.992546	2	2	3	11	11.44	7.75	83.39000789
1170.226628	3	1	11	13	12.78	9.27	104.7216516
1448.268839	2	4	3	28	3.93	0.72	121.0859423
1271.0804	4	1	24	3	6.17	6.31	117.7593662
665.8622565	2	3	29	12	7.53	1.53	72.02052347
1352.07914	5	1	23	15	8.05	5.09	144.5231641
1444.234298	2	2	19	15	9.93	1.64	127.1397437
1423.916179	3	3	13	21	0.72	1.37	146.3350268
1632.31229	3	2	23	4	10.85	0.22	152.4110732
1533.568862	2	4	23	19	1.02	6.34	152.9538776
1383.672032	3	4	6	24	7.08	3.65	148.6533897
1171.933715	3	3	25	5	12.43	1.14	110.0494415
535.6156266	5	4	12	5	6.82	3.3	81.66565831
1371.847288	4	4	21	17	2.32	1.77	145.7830633
1283.075075	5	1	7	5	14.78	9.42	123.1721066
1308.631535	1	1	22	6	13.35	3.27	107.3786726
689.3005697	5	4	4	23	11.59	3.41	73.57063447
767.5773838	2	4	11	29	6.23	8.41	69.63123211
1621.261141	4	1	12	23	2.84	6.51	171.9016147
1184.177938	2	4	28	15	14.13	7.13	104.7130728
1472.600279	1	4	19	8	8.03	6.4	111.944318
1211.32735	4	2	13	25	12.8	9.47	98.52124824
1211.902456	3	4	27	26	5.2	2.15	118.1261478
1575.313522	5	3	17	12	5.1	9.89	153.5873374
993.5821087	2	2	26	11	14.78	8.33	79.90218501
1238.448311	1	3	23	18	7.88	5.93	107.738535
1015.089885	3	4	24	25	2.2	6.66	107.8253065
1026.201509	5	1	19	22	3.37	6.52	107.4244848
1076.331151	3	2	3	22	7.28	0.68	111.3327375
1288.853509	5	1	20	0	0.73	2.26	128.4707844
1008.500551	4	2	17	7	6.99	9.62	99.56947195
1702.30245	3	1	6	3	6.34	5.39	160.1068687
842.1570791	3	2	14	20	11.71	3.85	78.80219653
1125.251342	3	2	20	29	5.39	7.64	92.41711334
1024.107577	4	3	5	21	14.74	5.29	88.18965871
1778.791154	1	1	15	18	2.79	0.23	144.3540696
1278.621911	5	3	19	20	8.91	7.39	134.4524178
1612.737816	3	3	23	25	1.44	7.35	129.3899927
605.7758508	4	1	7	4	11.03	1.73	57.02673359
1306.820106	1	2	27	16	14.92	9.57	101.1720317
1555.852318	5	3	20	2	12.31	2.32	161.2719374
1232.913596	4	1	15	18	8.38	4.63	98.02887638
1626.19215	5	2	27	0	7.32	1.24	172.5837695
993.08462	3	3	21	28	12.54	6.07	86.34781594
1763.738976	1	3	15	22	14.05	3.82	144.3397461
2119.559249	4	3	2	0	14.84	3.6	193.6012713
1054.864576	1	2	16	22	6.01	8.29	89.79987998
1021.798991	3	3	8	19	14.86	0.19	97.86020017
1781.353791	1	2	24	8	2.42	8	159.9234074
1831.828858	1	4	2	22	3.88	5.76	160.7229658
990.8559891	2	3	19	4	1.43	9.86	100.8088607
1031.925273	1	4	28	6	4.15	5.94	101.0256021
1087.286156	5	1	6	24	11.54	0.65	105.9165546
662.2197956	4	3	17	25	12.81	0.6	76.87972483
832.5392214	2	1	11	5	11.71	8.84	90.62654773
798.3436933	4	1	18	16	9.5	8.43	81.00817851
892.880974	4	1	15	21	7.76	3.52	90.57655376
1186.126045	3	4	21	16	10.66	6.22	123.2763817
1293.685893	3	2	26	12	5.92	4.95	126.3954686
1820.200197	2	4	23	11	12.64	9.67	143.6089179
800.6583837	3	4	16	3	10.19	9.5	77.39136376
1593.728959	3	1	19	29	10.5	9.84	143.8155135
1114.404462	3	3	14	7	8.09	8.68	100.866023
1180.214516	4	2	0	4	13.29	9.1	115.8906345
1469.927797	2	1	1	4	3.86	2.25	127.2751626
750.9111914	4	2	7	12	5.78	8.33	94.31583274
1352.963898	5	4	21	25	11.69	7.12	123.4114122
1266.580883	4	2	24	10	7.44	9.63	121.522266
1396.980506	5	2	1	7	13.35	5.76	131.348031
1315.667458	1	3	18	7	5.26	0.94	128.7380629
2182.120056	1	1	8	0	5.6	6.01	187.757055
944.9040063	5	2	8	12	13.34	6.9	103.1639619
987.601218	5	2	12	28	7.02	2.28	107.3127663
950.7437894	4	4	5	4	7.79	4	111.3298182
977.8091523	5	4	29	27	5.06	6.03	112.3425993
945.0451491	2	2	14	20	4.22	3.8	95.50330662
1675.606612	1	1	18	7	9.87	3.81	134.6819373
1768.201699	1	2	20	16	1.89	1.42	151.3150446
971.7014825	5	2	14	22	13.2	9.41	104.8890687
867.0577708	3	3	17	22	11.71	7.53	84.35145309
1388.566223	3	1	6	12	2.94	0.11	138.513293
979.1107823	5	3	25	8	10.44	7.68	96.64007222
1453.172727	2	1	10	1	9.08	7.42	109.0393433
1281.169208	3	1	7	18	2.85	0.2	119.9868505
593.702354	5	1	5	19	4.17	3.76	68.45759715
1819.002081	2	3	7	16	6.19	6.11	156.1009119
1918.351069	2	3	1	6	10.52	4.58	176.7086499
954.8845238	4	3	18	29	9.62	7.8	103.380854
1044.919376	2	4	15	25	8.03	4.31	106.1042119
1314.346156	3	3	6	2	11.55	1.62	121.9345233
1333.782716	3	4	9	18	11.39	9.77	123.6003567
7317.088545	5	4	11	18	9.31	2.5	142.0282114
2004.081816	5	4	16	23	11.83	7.21	162.4514279
1129.221109	2	2	6	8	5.08	1.52	109.2610932
880.6811022	1	2	21	9	13.23	3.36	85.99774167
648.2723088	4	2	7	28	9.26	4.48	60.81883502
907.627984	1	4	6	13	12.35	2	90.022484
1186.749211	2	4	3	17	8.24	4.55	103.2558811
1917.823145	2	1	2	25	3.35	1.66	170.4628363
992.9554804	1	4	18	14	8.18	5.63	87.68044335
1289.515181	4	2	14	25	5.63	6.67	134.8029
1193.430842	1	4	3	0	10.49	0.72	111.1772414
1675.357309	5	4	24	29	7.19	8.72	150.5007221
2210.77297	3	1	8	24	12.56	1.93	195.9607143
987.6524908	5	4	12	5	10.2	2.33	108.6398168
1004.224223	3	3	17	29	10.3	6.65	89.28626391
1617.664351	2	1	20	14	3.34	4.74	136.91682
1472.756596	4	4	15	24	14.77	5.04	140.3054948
1938.68293	1	4	0	5	12.64	1.37	181.2994311
1433.571274	4	1	3	17	11.86	8.08	116.7444212
1056.283164	1	4	17	0	5.02	6.21	110.9740417
1436.261932	5	2	7	29	8.08	1.44	141.9445242
1643.481432	5	3	19	23	2.14	3.8	164.6325196
1528.192872	1	3	15	2	8.12	8.12	149.2713413
1402.909612	4	2	20	16	2.27	5.73	153.1050319
1626.669876	1	4	10	15	8.34	1.18	135.155141
1667.718236	2	4	19	7	9.77	3.79	164.24804
1752.863596	5	3	20	27	5.91	2.5	171.7032443
1459.483955	2	4	20	16	7.53	5.22	134.9867927
1133.152768	5	3	20	7	13.15	8.45	111.2903015
1258.685475	5	3	26	16	1.72	4.42	121.2719197
1682.603587	3	2	18	24	11.9	4.39	143.6465031
873.2257316	2	3	22	29	2.64	9.06	82.0207344
1347.469324	2	4	18	8	0.65	5.8	155.3248854
1042.664475	3	4	17	11	2.87	5.71	105.1599682
1211.497929	4	1	18	28	11.5	2.69	88.8951223
1711.380745	2	4	10	24	6.14	6.12	137.8547274
1276.439627	1	1	2	18	13.1	5.8	111.6674022
1218.574619	3	3	7	3	7.92	4.03	117.7800734
656.0575436	2	4	19	20	0.43	9.91	84.67885522
1498.501426	4	2	18	21	10.78	8.83	130.4426795
1458.193672	2	2	9	24	1.74	7.52	117.8046306
2065.301889	5	2	15	28	11.86	5.42	198.6693307
1076.888706	1	3	4	10	2.6	4.67	116.4728635
1287.660131	3	3	19	27	5.25	1.93	118.8736426
1299.753473	5	1	8	3	11.44	3.13	139.2162555
1830.981312	4	2	7	13	14.32	7.76	158.8171286
1161.881787	5	1	10	13	5.63	4.59	123.3984191
1311.60861	5	1	15	5	12.46	8.83	141.0359053
1443.158604	4	4	6	28	2.94	1.56	128.4803464
1274.643649	5	4	14	16	12.13	5.13	123.725103
1021.426554	3	2	23	1	9.9	6.5	100.4262345
1277.635997	2	3	28	7	2.97	5.22	128.3158119
1629.4527	5	4	20	3	4.61	8.9	155.7173521
789.3938802	3	3	19	9	2.06	9.9	96.42880496
1253.18787	2	1	22	6	5.81	1.25	105.7433677
919.951674	2	1	16	3	3.13	1.39	82.73009485
1678.018652	5	1	5	15	9.7	1.39	154.4816415
590.7252381	3	1	14	13	14.92	6.84	69.33704324
976.4312611	5	2	7	15	0.28	3.79	138.6629115
1350.88475	4	1	6	24	8.16	7.36	123.2760018
1826.209612	2	4	1	8	8.65	4.11	163.0467885
1173.699896	5	1	29	3	13.72	6.31	115.4471186
977.9201893	2	3	12	28	7.64	7.72	86.23871451
1952.462828	3	4	29	23	8.2	5.53	187.0970135
620.7944398	1	3	22	5	7.13	5.44	51.07407107
320.4776174	5	3	28	0	4.11	0.97	80.87485744
1376.00578	5	2	5	6	0.93	4.17	134.3610868
999.1783103	2	2	28	0	6.19	5.5	94.29730773
791.5068731	3	3	4	18	0.88	4.67	88.50284121
1483.342579	4	3	19	7	8.3	9.02	146.1028633
1297.520286	3	1	0	24	4.68	9.07	111.8935777
974.3685477	5	4	28	2	8.05	8.24	114.4481343
687.8782405	4	1	17	0	2.1	3.82	87.85865764
1548.982931	3	2	14	0	14	7.2	122.1511593
1460.080471	1	2	22	6	13.43	4.01	126.2337887
1160.329654	2	1	9	20	2.93	2.4	113.5034274
1938.654798	3	4	2	12	5.22	3.49	195.4629163
771.9660935	3	3	4	29	9.24	0.8	92.99995966
589.7899316	1	1	23	0	1.53	3.38	69.75153261
923.236772	5	2	28	15	5.38	4.66	116.2900596
1181.765593	2	4	12	21	3.84	9.56	108.9662471
1297.33578	3	2	7	29	13.74	3.2	91.73467997
1103.505577	4	4	21	21	12.8	9.03	111.8073058
1340.822159	3	4	20	13	8.74	2.37	137.7770075
699.3842303	2	4	28	3	7.85	1.99	80.44500674
1777.505842	3	1	1	22	13.97	5.24	142.6216491
1167.139529	1	1	8	22	13.99	6.76	87.95515617
1646.918333	3	1	16	11	14.54	0.54	137.9978007
1337.090139	3	4	26	24	1.97	2.29	137.1937845
1382.701288	4	4	17	11	2.49	4.61	136.2181534
1427.906912	1	2	12	16	10.18	3.38	109.2142934
1379.083424	1	3	0	20	8.17	7.15	100.5967809
1457.089104	3	1	11	14	0.38	5.16	160.4237134
1731.661012	4	4	19	9	1.02	1.69	179.1877023
1278.608468	3	2	19	2	13.33	8.96	126.2072448
1483.601503	3	2	20	22	13.05	3	114.6602919
1164.105722	2	2	4	19	5.42	7.34	100.435593
1776.046886	2	1	7	19	13.38	7.82	143.7867362
929.4430792	4	1	26	28	8.95	9.64	94.61606759
1920.376173	5	3	14	11	12.11	5.04	172.5411552
1183.93682	2	2	26	0	6.47	6.2	108.9656756
627.6899592	5	1	2	0	1.79	3.42	80.41166913
1251.241766	1	2	5	9	6.56	6.81	107.0732096
927.579337	2	4	27	17	6.91	4.69	80.46386209
1536.25742	2	2	12	14	8.31	4.43	119.0171712
938.9504083	4	3	11	1	1.67	8.57	112.3428235
1021.526627	5	1	18	16	14.87	0.6	105.1040964
2220.918538	2	4	28	7	3.74	8.83	46.09226772
1019.077472	2	1	17	21	3.06	8.54	81.77727549
300	4	4	23	21	7.95	5.11	45.87252598
566.4388706	4	2	0	25	8.1	4.95	77.2026332
1504.165862	5	2	24	25	6.65	3.68	114.5835541
1514.320063	1	3	26	8	11.6	9.94	128.723318
6850.915124	1	3	6	20	7.8	1.2	125.0871738
813.2095427	3	4	11	19	9.18	5.94	74.6673933
1180.915458	2	3	9	10	10.88	6.85	101.4449418
1198.558984	5	3	28	5	0.47	9.35	137.6706195
736.6541243	2	3	11	23	8.6	7.82	64.55998658
1801.359321	5	3	10	13	13.27	6.47	182.4993532
1550.944916	5	2	3	0	0.36	1.26	169.6620443
1111.61433	5	3	18	6	6.14	3.8	133.1333806
1210.754336	2	2	5	23	13.9	1.47	103.0069238
1283.353123	4	2	24	8	5.36	8.82	133.1214384
383.3060526	2	1	8	10	6.94	7.52	31.54659653
1101.129047	5	2	19	23	14.72	7.6	100.8582144
927.2063008	3	2	9	22	3.07	6.56	89.5888648
799.351996	1	3	4	15	1.07	5.12	72.90590959
1087.559883	5	2	26	18	12.91	1.58	116.4989653
1919.074611	3	4	12	1	13.04	3.36	156.5359548
1456.337145	4	3	8	14	7.13	1.46	157.2525138
971.5284041	5	3	1	2	7.76	7.28	88.39871978
1429.033113	3	3	17	3	12.55	1.69	133.8733824
1759.742175	5	1	20	19	11.1	7.05	164.7309926
1569.853473	2	3	0	21	4.05	6.95	126.7844591
